"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 26 20:23:29 GMT 2024","Fri Jul 26 20:23:36 GMT 2024","7214","chromium","","Negative tests for Free user Registration","","","SP11/SP6/01 | Verify non-successful registration of Business user in case of Empty Full Name on Card field","To verify Business user can not register in case of Empty Full Name on Card field."
"passed","Fri Jul 26 20:22:15 GMT 2024","Fri Jul 26 20:22:21 GMT 2024","6245","chromium","","API tests for User's profile settings","","","SP15/SP34/API1 | Verify Free User’s password update via API","Verify a ""New password"" input field error message while trying to update a password with invalid data"
"passed","Fri Jul 26 20:22:21 GMT 2024","Fri Jul 26 20:22:23 GMT 2024","1478","chromium","","Negative tests for Free user Registration","","","SP11/SP2/1 | Verify non-successful registration of Free user in case of empty name field","Verify non-successful registration of Free user in case of empty name field."
"passed","Fri Jul 26 20:22:35 GMT 2024","Fri Jul 26 20:22:42 GMT 2024","6411","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: invalid domain","Verify non-successful registration of Free user in case of invalid email"
"passed","Fri Jul 26 20:23:06 GMT 2024","Fri Jul 26 20:23:07 GMT 2024","1437","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: No digits in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Fri Jul 26 20:24:01 GMT 2024","Fri Jul 26 20:24:25 GMT 2024","24135","chromium","","Negative tests for Free user Registration","","","SP26/SP30/1 | Verify the creation of a company profile fails when the entered Company Name exceeds 99 characters.","To verify that the creation of a company profile fails when the entered Company Name exceeds 99 characters."
"passed","Fri Jul 26 20:23:07 GMT 2024","Fri Jul 26 20:23:14 GMT 2024","6752","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: Space in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Fri Jul 26 20:20:14 GMT 2024","Fri Jul 26 20:20:38 GMT 2024","23662","chromium","","Negative tests for User's profile settings","","","SP15/SP12/N1 | Verify a ""New password"" input field error message while trying to update a password with invalid data: No digits in the password","Verify a ""New password"" input field error message while trying to update a password with invalid data"
"passed","Fri Jul 26 20:22:57 GMT 2024","Fri Jul 26 20:22:59 GMT 2024","1457","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: No uppercase letter in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Fri Jul 26 20:22:55 GMT 2024","Fri Jul 26 20:22:56 GMT 2024","1483","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: empty field","Verify non-successful registration of Free user in case of invalid email"
"passed","Fri Jul 26 20:19:24 GMT 2024","Fri Jul 26 20:19:49 GMT 2024","24854","chromium","","Negative tests for User's profile settings","","","SP15/SP12/N1 | Verify a ""New password"" input field error message while trying to update a password with invalid data: No uppercase letter in the password","Verify a ""New password"" input field error message while trying to update a password with invalid data"
"passed","Fri Jul 26 20:23:14 GMT 2024","Fri Jul 26 20:23:15 GMT 2024","1484","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: No special symbols in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Fri Jul 26 20:19:00 GMT 2024","Fri Jul 26 20:19:24 GMT 2024","24139","chromium","","Negative tests for User's profile settings","","","SP15/SP12/N1 | Verify a ""New password"" input field error message while trying to update a password with invalid data: No lowercase letter in the password","Verify a ""New password"" input field error message while trying to update a password with invalid data"
"passed","Fri Jul 26 20:21:25 GMT 2024","Fri Jul 26 20:21:50 GMT 2024","24738","chromium","","Negative tests for User's profile settings","","","SP15/SP12/N1 | Verify a ""New password"" input field error message while trying to update a password with invalid data: Password contains ciryllic symbol","Verify a ""New password"" input field error message while trying to update a password with invalid data"
"passed","Fri Jul 26 20:21:02 GMT 2024","Fri Jul 26 20:21:25 GMT 2024","23927","chromium","","Negative tests for User's profile settings","","","SP15/SP12/N1 | Verify a ""New password"" input field error message while trying to update a password with invalid data: No special symbols in the password","Verify a ""New password"" input field error message while trying to update a password with invalid data"
"passed","Fri Jul 26 20:23:36 GMT 2024","Fri Jul 26 20:23:43 GMT 2024","7414","chromium","","Negative tests for Free user Registration","","","SP11/SP6/01 | Verify non-successful registration of Business user in case of Empty Zip Code field","To verify Business user can not register in case of Empty Zip Code field."
"passed","Fri Jul 26 20:22:59 GMT 2024","Fri Jul 26 20:23:06 GMT 2024","6831","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: Password less than 8 characters long","Verify non-successful registration of Free user in case of invalid password"
"passed","Fri Jul 26 20:23:15 GMT 2024","Fri Jul 26 20:23:22 GMT 2024","6704","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: Password contains ciryllic symbol","Verify non-successful registration of Free user in case of invalid password"
"passed","Fri Jul 26 20:24:25 GMT 2024","Fri Jul 26 20:25:08 GMT 2024","43434","chromium","","Negative tests for Templates Options","","","SP27/SP37/1 | Verify user can not create the template missing Role Field.","To verify user can not create a new template in the system successfully when the ""Role"" field is not filled."
"passed","Fri Jul 26 20:19:49 GMT 2024","Fri Jul 26 20:20:14 GMT 2024","25479","chromium","","Negative tests for User's profile settings","","","SP15/SP12/N1 | Verify a ""New password"" input field error message while trying to update a password with invalid data: Password less than 8 characters long","Verify a ""New password"" input field error message while trying to update a password with invalid data"
"passed","Fri Jul 26 20:22:48 GMT 2024","Fri Jul 26 20:22:55 GMT 2024","6345","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: space after domain","Verify non-successful registration of Free user in case of invalid email"
"passed","Fri Jul 26 20:18:53 GMT 2024","Fri Jul 26 20:19:00 GMT 2024","6579","chromium","","Navigation","","","test",""
"passed","Fri Jul 26 20:22:29 GMT 2024","Fri Jul 26 20:22:35 GMT 2024","6367","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: without domain","Verify non-successful registration of Free user in case of invalid email"
"passed","Fri Jul 26 20:23:43 GMT 2024","Fri Jul 26 20:24:01 GMT 2024","17049","chromium","","Negative tests for Trial user registration","","","SP11/SP1/1 | Verify user cannot activate Trial period adding only name on Credit Card","Verify user cannot activate Trial period adding only name on Credit Card"
"passed","Fri Jul 26 20:20:38 GMT 2024","Fri Jul 26 20:21:02 GMT 2024","23897","chromium","","Negative tests for User's profile settings","","","SP15/SP12/N1 | Verify a ""New password"" input field error message while trying to update a password with invalid data: Space in the password","Verify a ""New password"" input field error message while trying to update a password with invalid data"
"passed","Fri Jul 26 20:22:23 GMT 2024","Fri Jul 26 20:22:29 GMT 2024","6386","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: without @","Verify non-successful registration of Free user in case of invalid email"
"passed","Fri Jul 26 20:21:50 GMT 2024","Fri Jul 26 20:22:15 GMT 2024","24713","chromium","","Negative tests for User's profile settings","","","SP15/SP12/N2 | Verify an error message when ""New password"" input doesn't match ""Repeat new Password"" input","Verify an error message when ""New password"" input doesn't match ""Repeat new Password"" input"
"passed","Fri Jul 26 20:18:28 GMT 2024","Fri Jul 26 20:18:53 GMT 2024","25227","chromium","","Folder API","","","SP22/SP33/API1 | Verify if a new folder has been created via API","Verify if a new folder has been created via API"
"passed","Fri Jul 26 20:22:56 GMT 2024","Fri Jul 26 20:22:57 GMT 2024","1272","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: No lowercase letter in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Fri Jul 26 20:18:20 GMT 2024","Fri Jul 26 20:18:28 GMT 2024","7226","chromium","","Negative tests for Authorization process","","","SP-13/SP-7/01 | Verify non-successful authorization of Business user in case of empty ""Email Address"" field","To verify non-successful authorization of Business user in case of empty ""Email Address"" field."
"passed","Fri Jul 26 20:22:42 GMT 2024","Fri Jul 26 20:22:48 GMT 2024","6388","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: space before email","Verify non-successful registration of Free user in case of invalid email"
"passed","Fri Jul 26 20:23:22 GMT 2024","Fri Jul 26 20:23:29 GMT 2024","6865","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: Empty password field","Verify non-successful registration of Free user in case of invalid password"
