"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"Registration","","","7","0","15","0","0"
"Registration","Trial user","","2","5","0","0","0"
"Authorization","","","0","0","2","0","0"
"","","","5","1","1","0","0"
"Settings","Profile","","0","0","8","0","0"
"Folders","","","0","0","2","0","0"
"Forms","","","0","0","1","0","0"
"Folder","","","0","0","1","0","0"
"Negative registration","Trial user","","0","1","0","0","0"
