"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 09 01:37:17 GMT 2024","Fri Aug 09 01:37:24 GMT 2024","6289","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: No special symbols in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Fri Aug 09 01:47:26 GMT 2024","Fri Aug 09 01:48:11 GMT 2024","44288","chromium","","Teams API","","","SP25/SP35/1 | Verify if a business user can add team member with role Admin user via API","Verify if a business user can add team member via API"
"passed","Fri Aug 09 01:46:08 GMT 2024","Fri Aug 09 01:46:36 GMT 2024","27973","chromium","","Negative tests for Settings Company","","","SP26/SP36/1 | Verify the field of Redirection Page is disabled if not select checkbox to 
Activate custom redirection page","Verify that the Redirection Page field is disabled if the 'Activate custom redirection page' checkbox is not selected. 
            If the checkbox is not selected, creating a company profile will fail. 
            If the checkbox is selected, the Redirection Page is enabled for input and the company profile will be created successfully."
"passed","Fri Aug 09 01:35:04 GMT 2024","Fri Aug 09 01:35:28 GMT 2024","23949","chromium","","Negative tests for User's profile settings","","","SP15/SP9/1 | Verify a ""New password"" input field error message while trying to update a password with invalid data: Space in the password","Verify a ""New password"" input field error message while trying to update a password with invalid data"
"passed","Fri Aug 09 01:34:37 GMT 2024","Fri Aug 09 01:35:04 GMT 2024","27686","chromium","","Negative tests for User's profile settings","","","SP15/SP9/1 | Verify a ""New password"" input field error message while trying to update a password with invalid data: No digits in the password","Verify a ""New password"" input field error message while trying to update a password with invalid data"
"passed","Fri Aug 09 01:33:49 GMT 2024","Fri Aug 09 01:34:13 GMT 2024","24065","chromium","","Negative tests for User's profile settings","","","SP15/SP9/1 | Verify a ""New password"" input field error message while trying to update a password with invalid data: No uppercase letter in the password","Verify a ""New password"" input field error message while trying to update a password with invalid data"
"passed","Fri Aug 09 01:31:42 GMT 2024","Fri Aug 09 01:31:46 GMT 2024","3819","chromium","","Negative tests for Authorization process","","","SP13/SP7/1 | Verify submitting the login form with a valid password but an empty email address","To verify non-successful authorization of Business user in case of empty ""Email Address"" field."
"passed","Fri Aug 09 01:48:11 GMT 2024","Fri Aug 09 01:49:08 GMT 2024","57497","chromium","","Teams API","","","SP25/SP53/1 | Verify if a business user can upgrade ""User"" team member to ""Admin"": API, DB","Verify if a business user can upgrade ""User"" team member to ""Admin"": API, DB"
"passed","Fri Aug 09 01:35:53 GMT 2024","Fri Aug 09 01:36:18 GMT 2024","25065","chromium","","Negative tests for User's profile settings","","","SP15/SP9/1 | Verify a ""New password"" input field error message while trying to update a password with invalid data: Password contains ciryllic symbol","Verify a ""New password"" input field error message while trying to update a password with invalid data"
"passed","Fri Aug 09 01:32:01 GMT 2024","Fri Aug 09 01:32:09 GMT 2024","7798","chromium","","Folder API","","","SP22/SP33/1 | Verify if a new folder has been created via API","Verify if a new folder has been created via API"
"passed","Fri Aug 09 01:50:24 GMT 2024","Fri Aug 09 01:50:30 GMT 2024","5586","chromium","","Templates in case of FREE User","","","TC_07_27_01 | Verify Free user is unable to create the template.","To verify Free user is unable to create a template. The user is prompted to upgrade after attempting to upload a file."
"passed","Fri Aug 09 01:42:51 GMT 2024","Fri Aug 09 01:43:19 GMT 2024","28429","chromium","","Negative tests for Trial user Registration","","","SP11/SP1/5 | Verify user cannot activate Trial period with CVV that contanes only 2 digits","Verify user cannot activate Trial period without CVV"
"passed","Fri Aug 09 01:36:58 GMT 2024","Fri Aug 09 01:36:59 GMT 2024","1322","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: without domain","Verify non-successful registration of Free user in case of invalid email"
