"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 28 14:42:24 GMT 2024","Sun Jul 28 14:42:47 GMT 2024","22919","chromium","","Negative tests for User's profile settings","","","SP15/SP9/N1 | Verify a ""New password"" input field error message while trying to update a password with invalid data: No digits in the password","Verify a ""New password"" input field error message while trying to update a password with invalid data"
"passed","Sun Jul 28 14:44:55 GMT 2024","Sun Jul 28 14:45:02 GMT 2024","6787","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: No uppercase letter in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Sun Jul 28 14:41:11 GMT 2024","Sun Jul 28 14:41:15 GMT 2024","3894","chromium","","Forms in case of FREE User","","","TC_08_32_01 | Verify Free user can not create form.","To verify that Free user can not create form."
"passed","Sun Jul 28 14:42:01 GMT 2024","Sun Jul 28 14:42:24 GMT 2024","22780","chromium","","Negative tests for User's profile settings","","","SP15/SP9/N1 | Verify a ""New password"" input field error message while trying to update a password with invalid data: Password less than 8 characters long","Verify a ""New password"" input field error message while trying to update a password with invalid data"
"passed","Sun Jul 28 14:41:16 GMT 2024","Sun Jul 28 14:41:38 GMT 2024","22545","chromium","","Negative tests for User's profile settings","","","SP15/SP9/N1 | Verify a ""New password"" input field error message while trying to update a password with invalid data: No lowercase letter in the password","Verify a ""New password"" input field error message while trying to update a password with invalid data"
"passed","Sun Jul 28 14:46:28 GMT 2024","Sun Jul 28 14:46:55 GMT 2024","27476","chromium","","Negative tests for Trial user registration","","","SP11/SP1/3 | Verify user cannot activate Trial period with empty card number","Verify user cannot activate Trial period without adding CVV"
"passed","Sun Jul 28 14:52:18 GMT 2024","Sun Jul 28 14:53:07 GMT 2024","49251","chromium","","Teams API","","","SP25/SP35/API1 | Verify if a business user can add team member with role Admin user via API","Verify if a business user can add team member via API"
"passed","Sun Jul 28 14:50:42 GMT 2024","Sun Jul 28 14:51:05 GMT 2024","22980","chromium","","Negative tests for Settings Company","","","SP26/SP30/1 | Verify the creation of a company profile fails when the entered Company Name exceeds 99 characters.","To verify that the creation of a company profile fails when the entered Company Name exceeds 99 characters."
"passed","Sun Jul 28 14:49:47 GMT 2024","Sun Jul 28 14:50:15 GMT 2024","27574","chromium","","Negative tests for Trial user registration","","","SP11/SP1/4 | Verify user cannot activate Trial period with incomplete expiration date","Verify user cannot activate Trial period with incomplete expiration date"
"passed","Sun Jul 28 14:43:55 GMT 2024","Sun Jul 28 14:44:19 GMT 2024","23502","chromium","","Negative tests for User's profile settings","","","SP15/SP9/N2 | Verify an error message when ""New password"" input doesn't match ""Repeat new Password"" input","Verify an error message when ""New password"" input doesn't match ""Repeat new Password"" input"
"passed","Sun Jul 28 14:40:51 GMT 2024","Sun Jul 28 14:40:53 GMT 2024","1830","chromium","","Negative tests for Authorization process","","","SP13/SP7/2 | Verify failed login with invalid email and valid password.","To verify non-successful authorization of Business user in case of invalid Username and valid Password."
"passed","Sun Jul 28 14:45:31 GMT 2024","Sun Jul 28 14:45:38 GMT 2024","7059","chromium","","Negative tests for Free user Registration","","","SP11/SP6/01 | Verify non-successful registration of Business user in case of Empty Full Name on Card field","To verify Business user can not register in case of Empty Full Name on Card field."
"passed","Sun Jul 28 14:48:28 GMT 2024","Sun Jul 28 14:48:48 GMT 2024","19514","chromium","","Negative tests for Trial user registration","","","SP11/SP6/02 | Verify non-successful registration of Business user in case of trailing space in Confirm Code","To verify Business user can not register because ""Send"" button is disabled in case of trailing space in Confirm Code."
"passed","Sun Jul 28 14:44:39 GMT 2024","Sun Jul 28 14:44:45 GMT 2024","6192","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: space before email","Verify non-successful registration of Free user in case of invalid email"
"passed","Sun Jul 28 14:44:38 GMT 2024","Sun Jul 28 14:44:39 GMT 2024","1422","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: invalid domain","Verify non-successful registration of Free user in case of invalid email"
"passed","Sun Jul 28 14:48:00 GMT 2024","Sun Jul 28 14:48:09 GMT 2024","8913","chromium","","Negative tests for Trial user registration","","","SP11/SP6/02 | Verify non-successful registration of Business user in case of Invalid Confirm Code","To verify Business user can not register because ""Send"" button is disabled in case of Invalid Confirm Code."
"passed","Sun Jul 28 14:45:08 GMT 2024","Sun Jul 28 14:45:15 GMT 2024","6725","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: No digits in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Sun Jul 28 14:45:15 GMT 2024","Sun Jul 28 14:45:22 GMT 2024","6763","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: Space in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Sun Jul 28 14:44:47 GMT 2024","Sun Jul 28 14:44:48 GMT 2024","1250","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: empty field","Verify non-successful registration of Free user in case of invalid email"
"passed","Sun Jul 28 14:49:18 GMT 2024","Sun Jul 28 14:49:47 GMT 2024","28698","chromium","","Negative tests for Trial user registration","","","SP11/SP1/4 | Verify user cannot activate Trial period with empty expiration date","Verify user cannot activate Trial period with empty expiration date"
"passed","Sun Jul 28 14:50:15 GMT 2024","Sun Jul 28 14:50:42 GMT 2024","27458","chromium","","Negative tests for Trial user registration","","","SP11/SP1/4 | Verify user cannot activate Trial period with expired expiration date","Verify user cannot activate Trial period with expired expiration date"
"passed","Sun Jul 28 14:44:25 GMT 2024","Sun Jul 28 14:44:32 GMT 2024","6184","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: without @","Verify non-successful registration of Free user in case of invalid email"
