"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 25 03:23:56 GMT 2024","Thu Jul 25 03:23:58 GMT 2024","1359","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: invalid domain","Verify non-successful registration of Free user in case of invalid email"
"passed","Thu Jul 25 03:25:13 GMT 2024","Thu Jul 25 03:25:37 GMT 2024","24676","chromium","","Negative tests for Free user Registration","","","SP26/SP30/1 | Verify the creation of a company profile fails when the entered Company Name exceeds 99 characters.","To verify that the creation of a company profile fails when the entered Company Name exceeds 99 characters."
"passed","Thu Jul 25 03:24:04 GMT 2024","Thu Jul 25 03:24:05 GMT 2024","1401","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: space after domain","Verify non-successful registration of Free user in case of invalid email"
"passed","Thu Jul 25 03:24:23 GMT 2024","Thu Jul 25 03:24:24 GMT 2024","1241","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: Space in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Thu Jul 25 03:24:51 GMT 2024","Thu Jul 25 03:25:13 GMT 2024","21652","chromium","","Negative tests for Trial user regisctration","","","SP11/SP1_N02 | Verify user cannot activate Trial period without adding name on Credit Card","Verify user cannot activate Trial period without adding name on Credit Card"
"passed","Thu Jul 25 03:23:52 GMT 2024","Thu Jul 25 03:23:54 GMT 2024","1473","chromium","","Negative tests for Free user Registration","","","SP11/SP2/1 | Verify non-successful registration of Free user in case of empty name field","Verify non-successful registration of Free user in case of empty name field."
"passed","Thu Jul 25 03:23:50 GMT 2024","Thu Jul 25 03:23:52 GMT 2024","1950","chromium","","Navigation","","","test",""
"passed","Thu Jul 25 03:23:54 GMT 2024","Thu Jul 25 03:23:55 GMT 2024","1401","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: without @","Verify non-successful registration of Free user in case of invalid email"
"passed","Thu Jul 25 03:24:14 GMT 2024","Thu Jul 25 03:24:15 GMT 2024","1418","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: No uppercase letter in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Thu Jul 25 03:23:58 GMT 2024","Thu Jul 25 03:24:04 GMT 2024","6269","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: space before email","Verify non-successful registration of Free user in case of invalid email"
"passed","Thu Jul 25 03:24:30 GMT 2024","Thu Jul 25 03:24:51 GMT 2024","21130","chromium","","Negative tests for Trial user regisctration","","","SP11/SP1_N01 | Verify user cannot activate Trial period adding only name on Credit Card","Verify user cannot activate Trial period adding only name on Credit Card"
"passed","Thu Jul 25 03:23:55 GMT 2024","Thu Jul 25 03:23:56 GMT 2024","1299","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: without domain","Verify non-successful registration of Free user in case of invalid email"
"passed","Thu Jul 25 03:24:15 GMT 2024","Thu Jul 25 03:24:22 GMT 2024","6680","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: Password less than 8 characters long","Verify non-successful registration of Free user in case of invalid password"
"passed","Thu Jul 25 03:24:24 GMT 2024","Thu Jul 25 03:24:29 GMT 2024","4102","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: No special symbols in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Thu Jul 25 03:24:07 GMT 2024","Thu Jul 25 03:24:14 GMT 2024","7097","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: No lowercase letter in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Thu Jul 25 03:24:22 GMT 2024","Thu Jul 25 03:24:23 GMT 2024","1405","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: No digits in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Thu Jul 25 03:24:29 GMT 2024","Thu Jul 25 03:24:30 GMT 2024","1384","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: Empty password field","Verify non-successful registration of Free user in case of invalid password"
"passed","Thu Jul 25 03:24:05 GMT 2024","Thu Jul 25 03:24:07 GMT 2024","1267","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: empty field","Verify non-successful registration of Free user in case of invalid email"
