"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"Registration","","","0","0","17","0","0"
"Settings","Profile","","0","0","7","0","0"
"Authorization","","","0","0","1","0","0"
"Settings","Company","","0","0","1","0","0"
"","","","0","3","1","0","0"
"Negative registration","","","0","0","2","0","0"
"Templates","","","0","0","1","0","0"
