"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 24 17:37:46 GMT 2024","Wed Jul 24 17:37:52 GMT 2024","6423","chromium","","Negative tests for Free user Registration","","","SP11/SP2/1 | Verify non-successful registration of Free user in case of empty name field","Verify non-successful registration of Free user in case of empty name field."
"passed","Wed Jul 24 17:38:06 GMT 2024","Wed Jul 24 17:38:07 GMT 2024","1413","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: No lowercase letter in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Wed Jul 24 17:38:04 GMT 2024","Wed Jul 24 17:38:06 GMT 2024","1323","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: empty field","Verify non-successful registration of Free user in case of invalid email"
"passed","Wed Jul 24 17:38:16 GMT 2024","Wed Jul 24 17:38:23 GMT 2024","6837","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: No digits in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Wed Jul 24 17:38:03 GMT 2024","Wed Jul 24 17:38:04 GMT 2024","1271","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: space after domain","Verify non-successful registration of Free user in case of invalid email"
"passed","Wed Jul 24 17:38:07 GMT 2024","Wed Jul 24 17:38:09 GMT 2024","2036","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: No uppercase letter in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Wed Jul 24 17:37:39 GMT 2024","Wed Jul 24 17:37:46 GMT 2024","6845","chromium","","Navigation","","","test",""
"passed","Wed Jul 24 17:38:23 GMT 2024","Wed Jul 24 17:38:24 GMT 2024","1444","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: Space in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Wed Jul 24 17:38:01 GMT 2024","Wed Jul 24 17:38:03 GMT 2024","1526","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: space before email","Verify non-successful registration of Free user in case of invalid email"
"passed","Wed Jul 24 17:38:00 GMT 2024","Wed Jul 24 17:38:01 GMT 2024","1300","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: invalid domain","Verify non-successful registration of Free user in case of invalid email"
"passed","Wed Jul 24 17:37:52 GMT 2024","Wed Jul 24 17:37:59 GMT 2024","6385","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: without @","Verify non-successful registration of Free user in case of invalid email"
"passed","Wed Jul 24 17:38:25 GMT 2024","Wed Jul 24 17:38:32 GMT 2024","6879","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: Empty password field","Verify non-successful registration of Free user in case of invalid password"
"passed","Wed Jul 24 17:38:09 GMT 2024","Wed Jul 24 17:38:16 GMT 2024","6796","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: Password less than 8 characters long","Verify non-successful registration of Free user in case of invalid password"
"passed","Wed Jul 24 17:38:24 GMT 2024","Wed Jul 24 17:38:25 GMT 2024","1231","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: No special symbols in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Wed Jul 24 17:38:32 GMT 2024","Wed Jul 24 17:38:56 GMT 2024","24237","chromium","","Negative tests for Free user Registration","","","SP26/SP30/1 | Verify the creation of a company profile fails when the entered Company Name exceeds 99 characters.","To verify that the creation of a company profile fails when the entered Company Name exceeds 99 characters."
"passed","Wed Jul 24 17:37:59 GMT 2024","Wed Jul 24 17:38:00 GMT 2024","1358","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: without domain","Verify non-successful registration of Free user in case of invalid email"
