"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 25 03:20:00 GMT 2024","Thu Jul 25 03:20:01 GMT 2024","1619","chromium","","Negative tests for Free user Registration","","","SP11/SP2/1 | Verify non-successful registration of Free user in case of empty name field","Verify non-successful registration of Free user in case of empty name field."
"passed","Thu Jul 25 03:20:15 GMT 2024","Thu Jul 25 03:20:16 GMT 2024","1443","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: No lowercase letter in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Thu Jul 25 03:20:16 GMT 2024","Thu Jul 25 03:20:18 GMT 2024","1422","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: No uppercase letter in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Thu Jul 25 03:20:36 GMT 2024","Thu Jul 25 03:20:57 GMT 2024","20939","chromium","","Negative tests for Trial user regisctration","","","SP11/SP1_N01 | Verify user cannot activate Trial period adding only name on Credit Card","Verify user cannot activate Trial period adding only name on Credit Card"
"passed","Thu Jul 25 03:19:52 GMT 2024","Thu Jul 25 03:20:00 GMT 2024","7320","chromium","","Navigation","","","test",""
"passed","Thu Jul 25 03:20:19 GMT 2024","Thu Jul 25 03:20:26 GMT 2024","6743","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: No digits in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Thu Jul 25 03:20:26 GMT 2024","Thu Jul 25 03:20:33 GMT 2024","6959","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: Space in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Thu Jul 25 03:20:33 GMT 2024","Thu Jul 25 03:20:35 GMT 2024","1650","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: No special symbols in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Thu Jul 25 03:20:35 GMT 2024","Thu Jul 25 03:20:36 GMT 2024","1445","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: Empty password field","Verify non-successful registration of Free user in case of invalid password"
"passed","Thu Jul 25 03:21:19 GMT 2024","Thu Jul 25 03:21:45 GMT 2024","26346","chromium","","Negative tests for Free user Registration","","","SP26/SP30/1 | Verify the creation of a company profile fails when the entered Company Name exceeds 99 characters.","To verify that the creation of a company profile fails when the entered Company Name exceeds 99 characters."
"passed","Thu Jul 25 03:20:08 GMT 2024","Thu Jul 25 03:20:09 GMT 2024","1641","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: without domain","Verify non-successful registration of Free user in case of invalid email"
"passed","Thu Jul 25 03:20:18 GMT 2024","Thu Jul 25 03:20:19 GMT 2024","1511","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: Password less than 8 characters long","Verify non-successful registration of Free user in case of invalid password"
"passed","Thu Jul 25 03:20:57 GMT 2024","Thu Jul 25 03:21:19 GMT 2024","21740","chromium","","Negative tests for Trial user regisctration","","","SP11/SP1_02 | Verify user cannot activate Trial period without adding name on Credit Card","Verify user cannot activate Trial period without adding name on Credit Card"
"passed","Thu Jul 25 03:20:13 GMT 2024","Thu Jul 25 03:20:15 GMT 2024","1515","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: empty field","Verify non-successful registration of Free user in case of invalid email"
"passed","Thu Jul 25 03:20:12 GMT 2024","Thu Jul 25 03:20:13 GMT 2024","1277","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: space after domain","Verify non-successful registration of Free user in case of invalid email"
"passed","Thu Jul 25 03:20:09 GMT 2024","Thu Jul 25 03:20:10 GMT 2024","1296","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: invalid domain","Verify non-successful registration of Free user in case of invalid email"
"passed","Thu Jul 25 03:20:01 GMT 2024","Thu Jul 25 03:20:08 GMT 2024","6297","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: without @","Verify non-successful registration of Free user in case of invalid email"
"passed","Thu Jul 25 03:20:10 GMT 2024","Thu Jul 25 03:20:12 GMT 2024","1528","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: space before email","Verify non-successful registration of Free user in case of invalid email"
