"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 26 04:05:30 GMT 2024","Fri Jul 26 04:05:54 GMT 2024","23593","chromium","","Negative tests for Settings Company","","","SP26/SP30/2 | Verify the field of Redirection Page is disabled if not select checkbox to 
Activate custom redirection page","Verify the field of Redirection Page is disabled if not select checkbox to Activate custom redirection page"
"passed","Fri Jul 26 04:04:27 GMT 2024","Fri Jul 26 04:04:29 GMT 2024","1217","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: No uppercase letter in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Fri Jul 26 04:04:26 GMT 2024","Fri Jul 26 04:04:27 GMT 2024","1626","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: No lowercase letter in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Fri Jul 26 04:02:34 GMT 2024","Fri Jul 26 04:02:58 GMT 2024","24132","chromium","","Negative tests for User's profile settings","","","SP15/SP12/N1 | Verify a ""New password"" input field error message while trying to update a password with invalid data: Space in the password","Verify a ""New password"" input field error message while trying to update a password with invalid data"
"passed","Fri Jul 26 04:00:51 GMT 2024","Fri Jul 26 04:01:15 GMT 2024","24628","chromium","","Negative tests for User's profile settings","","","SP15/SP12/N1 | Verify a ""New password"" input field error message while trying to update a password with invalid data: No lowercase letter in the password","Verify a ""New password"" input field error message while trying to update a password with invalid data"
"passed","Fri Jul 26 04:04:12 GMT 2024","Fri Jul 26 04:04:13 GMT 2024","1285","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: without @","Verify non-successful registration of Free user in case of invalid email"
"passed","Fri Jul 26 04:02:10 GMT 2024","Fri Jul 26 04:02:34 GMT 2024","24325","chromium","","Negative tests for User's profile settings","","","SP15/SP12/N1 | Verify a ""New password"" input field error message while trying to update a password with invalid data: No digits in the password","Verify a ""New password"" input field error message while trying to update a password with invalid data"
"passed","Fri Jul 26 04:03:46 GMT 2024","Fri Jul 26 04:04:10 GMT 2024","24204","chromium","","Negative tests for User's profile settings","","","SP15/SP12/N2 | Verify an error message when ""New password"" input doesn't match ""Repeat new Password"" input","Verify an error message when ""New password"" input doesn't match ""Repeat new Password"" input"
"passed","Fri Jul 26 04:04:37 GMT 2024","Fri Jul 26 04:04:38 GMT 2024","1277","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: Space in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Fri Jul 26 04:04:43 GMT 2024","Fri Jul 26 04:04:59 GMT 2024","16836","chromium","","Negative tests for Trial user regisctration","","","SP11/SP1/1 | Verify user cannot activate Trial period adding only name on Credit Card","Verify user cannot activate Trial period adding only name on Credit Card"
"passed","Fri Jul 26 04:04:19 GMT 2024","Fri Jul 26 04:04:26 GMT 2024","6429","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: empty field","Verify non-successful registration of Free user in case of invalid email"
"passed","Fri Jul 26 04:04:35 GMT 2024","Fri Jul 26 04:04:37 GMT 2024","1536","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: No digits in the password","Verify non-successful registration of Free user in case of invalid password"
"passed","Fri Jul 26 04:00:23 GMT 2024","Fri Jul 26 04:00:49 GMT 2024","26317","chromium","","Folder API","","","SP22/SP33/API1 | Verify if a new folder has been created via API","Verify if a new folder has been created via API"
"passed","Fri Jul 26 04:04:13 GMT 2024","Fri Jul 26 04:04:15 GMT 2024","1462","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: without domain","Verify non-successful registration of Free user in case of invalid email"
"passed","Fri Jul 26 04:04:40 GMT 2024","Fri Jul 26 04:04:41 GMT 2024","1460","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: Password contains ciryllic symbol","Verify non-successful registration of Free user in case of invalid password"
"passed","Fri Jul 26 04:01:40 GMT 2024","Fri Jul 26 04:02:10 GMT 2024","29682","chromium","","Negative tests for User's profile settings","","","SP15/SP12/N1 | Verify a ""New password"" input field error message while trying to update a password with invalid data: Password less than 8 characters long","Verify a ""New password"" input field error message while trying to update a password with invalid data"
"passed","Fri Jul 26 04:04:41 GMT 2024","Fri Jul 26 04:04:43 GMT 2024","1330","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: Empty password field","Verify non-successful registration of Free user in case of invalid password"
"passed","Fri Jul 26 04:04:59 GMT 2024","Fri Jul 26 04:05:30 GMT 2024","30700","chromium","","Negative tests for Settings Company","","","SP26/SP30/1 | Verify the creation of a company profile fails when the entered Company Name exceeds 99 characters.","To verify that the creation of a company profile fails when the entered Company Name exceeds 99 characters."
"passed","Fri Jul 26 04:04:15 GMT 2024","Fri Jul 26 04:04:16 GMT 2024","1543","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: invalid domain","Verify non-successful registration of Free user in case of invalid email"
"passed","Fri Jul 26 04:00:21 GMT 2024","Fri Jul 26 04:00:23 GMT 2024","2313","chromium","","Negative tests for Authorization process","","","SP-13/SP-7/01 | Verify non-successful authorization of Business user in case of empty ""Email Address"" field","To verify non-successful authorization of Business user in case of empty ""Email Address"" field."
"passed","Fri Jul 26 04:04:18 GMT 2024","Fri Jul 26 04:04:19 GMT 2024","1755","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: space after domain","Verify non-successful registration of Free user in case of invalid email"
"passed","Fri Jul 26 04:02:58 GMT 2024","Fri Jul 26 04:03:22 GMT 2024","23941","chromium","","Negative tests for User's profile settings","","","SP15/SP12/N1 | Verify a ""New password"" input field error message while trying to update a password with invalid data: No special symbols in the password","Verify a ""New password"" input field error message while trying to update a password with invalid data"
"passed","Fri Jul 26 04:04:10 GMT 2024","Fri Jul 26 04:04:12 GMT 2024","1492","chromium","","Negative tests for Free user Registration","","","SP11/SP2/1 | Verify non-successful registration of Free user in case of empty name field","Verify non-successful registration of Free user in case of empty name field."
"passed","Fri Jul 26 04:01:15 GMT 2024","Fri Jul 26 04:01:40 GMT 2024","24616","chromium","","Negative tests for User's profile settings","","","SP15/SP12/N1 | Verify a ""New password"" input field error message while trying to update a password with invalid data: No uppercase letter in the password","Verify a ""New password"" input field error message while trying to update a password with invalid data"
"passed","Fri Jul 26 04:04:16 GMT 2024","Fri Jul 26 04:04:18 GMT 2024","1460","chromium","","Negative tests for Free user Registration","","","SP11/SP2/2 | Verify non-successful registration of Free user in case of invalid email: space before email","Verify non-successful registration of Free user in case of invalid email"
"passed","Fri Jul 26 04:04:29 GMT 2024","Fri Jul 26 04:04:35 GMT 2024","6785","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: Password less than 8 characters long","Verify non-successful registration of Free user in case of invalid password"
"passed","Fri Jul 26 04:03:22 GMT 2024","Fri Jul 26 04:03:46 GMT 2024","24015","chromium","","Negative tests for User's profile settings","","","SP15/SP12/N1 | Verify a ""New password"" input field error message while trying to update a password with invalid data: Password contains ciryllic symbol","Verify a ""New password"" input field error message while trying to update a password with invalid data"
"passed","Fri Jul 26 04:00:49 GMT 2024","Fri Jul 26 04:00:51 GMT 2024","1359","chromium","","Navigation","","","test",""
"passed","Fri Jul 26 04:04:38 GMT 2024","Fri Jul 26 04:04:40 GMT 2024","1537","chromium","","Negative tests for Free user Registration","","","SP11/SP2/3 | Verify non-successful registration of Free user in case of invalid password: No special symbols in the password","Verify non-successful registration of Free user in case of invalid password"
